,id_mapa,anio,mes,dia,fecha,franja,tipo,subtipo,uso_armas,barrio,comuna,latitud,longitud,victimas
0,HC-2020-0007157,2020,Enero,Sábado,04/01/2020,10,Homicidio,Siniestro Vial,,Villa Crespo,15.0,-34.592133,-58.439106,1.0
6,HC-2020-0009055,2020,Enero,Domingo,05/01/2020,20,Homicidio,Siniestro Vial,,Flores,7.0,-34.646459,-58.450195,1.0
7,HC-2020-0022499,2020,Enero,Sábado,11/01/2020,6,Homicidio,Siniestro Vial,,Balvanera,3.0,-34.609272,-58.393379,1.0
8,HC-2020-0028163,2020,Enero,Martes,14/01/2020,6,Homicidio,Siniestro Vial,,San Cristóbal,3.0,-34.624766,-58.410372,1.0
9,HC-2020-0029931,2020,Enero,Martes,14/01/2020,21,Homicidio,Siniestro Vial,,Monserrat,1.0,-34.609303,-58.390526,1.0
10,HC-2020-0041208,2020,Enero,Lunes,20/01/2020,12,Homicidio,Siniestro Vial,,Villa Soldati,8.0,-34.652253,-58.450319,1.0
11,HC-2020-0054744,2020,Enero,Lunes,27/01/2020,0,Homicidio,Siniestro Vial,,Monserrat,1.0,-34.616483,-58.381571,1.0
12,HC-2020-0062860,2020,Enero,Jueves,30/01/2020,7,Homicidio,Siniestro Vial,,Recoleta,2.0,-34.598042,-58.406631,1.0
13,HC-2020-0083127,2020,Febrero,Sábado,08/02/2020,5,Homicidio,Siniestro Vial,,Constitución,1.0,-34.622145,-58.381001,1.0
14,HC-2020-0091961,2020,Febrero,Miércoles,12/02/2020,11,Homicidio,Siniestro Vial,,Almagro,5.0,-34.618151,-58.417897,1.0
15,HC-2020-0107756,2020,Febrero,Martes,18/02/2020,21,Homicidio,Siniestro Vial,,Balvanera,3.0,-34.617949,-58.406032,1.0
16,HC-2020-0111735,2020,Febrero,Jueves,20/02/2020,12,Homicidio,Siniestro Vial,,Parque Chas,15.0,-34.58181,-58.473898,1.0
17,HC-2020-0124549,2020,Febrero,Jueves,27/02/2020,2,Homicidio,Siniestro Vial,,Villa Devoto,11.0,-34616.0,-58.513983,1.0
18,HC-2020-0129167,2020,Febrero,Viernes,28/02/2020,14,Homicidio,Siniestro Vial,,San Telmo,1.0,-34.62519,-58.367979,1.0
19,HC-2020-0130909,2020,Febrero,Sábado,29/02/2020,13,Homicidio,Siniestro Vial,,San Nicolás,1.0,-34.59854,-58.371323,1.0
20,HC-2020-0144674,2020,Marzo,Jueves,05/03/2020,23,Homicidio,Siniestro Vial,,Balvanera,3.0,-34.613907,-58.396171,1.0
21,HC-2020-0151968,2020,Marzo,Lunes,09/03/2020,14,Homicidio,Siniestro Vial,,Belgrano,13.0,-34.541808,-58.449197,1.0
22,HC-2020-0155967,2020,Marzo,Martes,10/03/2020,21,Homicidio,Siniestro Vial,,Boedo,5.0,-34.628465,-58.419726,1.0
23,HC-2020-0163985,2020,Marzo,Viernes,13/03/2020,17,Homicidio,Siniestro Vial,,Balvanera,3.0,-34.605568,-58.405718,1.0
24,HC-2020-0165293,2020,Marzo,Sábado,14/03/2020,16,Homicidio,Siniestro Vial,,Recoleta,2.0,-34.594902,-58.414443,1.0
25,HC-2020-0191105,2020,Abril,Martes,07/04/2020,6,Homicidio,Siniestro Vial,,Villa Lugano,8.0,-34.663224,-58.472142,1.0
26,HC-2020-0209076,2020,Abril,Viernes,24/04/2020,7,Homicidio,Siniestro Vial,,Mataderos,9.0,-34.651614,-58.507977,1.0
27,HC-2020-0241825,2020,Mayo,Martes,12/05/2020,5,Homicidio,Siniestro Vial,,Balvanera,3.0,-34.608474,-58.402902,1.0
28,HC-2020-0244064,2020,Mayo,Domingo,17/05/2020,6,Homicidio,Siniestro Vial,,Belgrano,13.0,-34.551405,-58.433052,1.0
29,HC-2020-0245075,2020,Mayo,Lunes,18/05/2020,8,Homicidio,Siniestro Vial,,Villa Lugano,8.0,-34.684542,-58.482673,1.0
30,HC-2020-0247548,2020,Mayo,Martes,19/05/2020,10,Homicidio,Siniestro Vial,,Villa Crespo,15.0,-34.60209362,-58.44254353,1.0
31,HC-2020-0291706,2020,Junio,Miércoles,10/06/2020,14,Homicidio,Siniestro Vial,,Liniers,9.0,-34.638866,-58.529089,1.0
32,HC-2020-0310858,2020,Junio,Martes,16/06/2020,15,Homicidio,Siniestro Vial,,Caballito,6.0,-34.606392,-58.451476,1.0
33,HC-2020-0377797,2020,Junio,Martes,30/06/2020,8,Homicidio,Siniestro Vial,,Mataderos,9.0,-34.657884,-58.493442,1.0
34,HC-2020-0428111,2020,Julio,Viernes,10/07/2020,23,Homicidio,Siniestro Vial,,Villa Crespo,15.0,-34.596351,-58.442593,1.0
35,HC-2020-0442168,2020,Julio,Domingo,19/07/2020,6,Homicidio,Siniestro Vial,,Nuñez,13.0,-34.535237,-58.467497,1.0
36,HC-2020-0461132,2020,Agosto,Domingo,02/08/2020,3,Homicidio,Siniestro Vial,,Balvanera,3.0,-34.609222,-58.411784,1.0
37,HC-2020-0463451,2020,Agosto,Martes,04/08/2020,5,Homicidio,Siniestro Vial,,Parque Chacabuco,7.0,-34.636113,-58.450821,1.0
38,HC-2020-0468717,2020,Agosto,Viernes,07/08/2020,18,Homicidio,Siniestro Vial,,Palermo,14.0,-34.587788,-58.420172,1.0
39,HC-2020-0498750,2020,Agosto,Sábado,29/08/2020,4,Homicidio,Siniestro Vial,,Villa Soldati,8.0,-34.655546,-58.438505,1.0
40,HC-2020-0499647,2020,Agosto,Domingo,30/08/2020,4,Homicidio,Siniestro Vial,,Palermo,14.0,-34.583459,-58.406178,2.0
41,HC-2020-0502918,2020,Septiembre,Martes,01/09/2020,19,Homicidio,Siniestro Vial,,Mataderos,9.0,-34.66342,-58.493243,1.0
42,HC-2020-0516913,2020,Septiembre,Sábado,12/09/2020,3,Homicidio,Siniestro Vial,,Retiro,1.0,-34.578475,-58.385661,1.0
43,HC-2020-0539205,2020,Septiembre,Lunes,28/09/2020,1,Homicidio,Siniestro Vial,,Parque Chacabuco,7.0,-34.634916,-58.447505,1.0
44,HC-2020-0542558,2020,Septiembre,Martes,29/09/2020,17,Homicidio,Siniestro Vial,,Villa Lugano,8.0,-34.681924,-58.467457,1.0
45,HC-2020-0544492,2020,Septiembre,Miércoles,30/09/2020,17,Homicidio,Siniestro Vial,,Retiro,1.0,-34.597139,-58.371807,1.0
46,HC-2020-0550936,2020,Octubre,Lunes,05/10/2020,0,Homicidio,Siniestro Vial,,Caballito,6.0,-34.622072,-58.427799,1.0
47,HC-2020-0571561,2020,Octubre,Lunes,19/10/2020,3,Homicidio,Siniestro Vial,,Villa Riachuelo,8.0,-34.70374,-58.461222,1.0
48,HC-2020-0584817,2020,Octubre,Martes,27/10/2020,14,Homicidio,Siniestro Vial,,Villa Soldati,8.0,-34.658245,-58.461829,1.0
49,HC-2020-0585118,2020,Octubre,Martes,27/10/2020,21,Homicidio,Siniestro Vial,,Villa Del Parque,11.0,-34.607767,-58.484401,1.0
50,HC-2020-0588504,2020,Octubre,Jueves,29/10/2020,20,Homicidio,Siniestro Vial,,Chacarita,15.0,-34.593232,-58.449744,1.0
51,HC-2020-0590091,2020,Octubre,Viernes,30/10/2020,20,Homicidio,Siniestro Vial,,Retiro,1.0,-34.592734,-58.375313,1.0
52,HC-2020-0592305,2020,Noviembre,Domingo,01/11/2020,22,Homicidio,Siniestro Vial,,Palermo,14.0,-34.578663,-58.425257,1.0
53,HC-2020-0597764,2020,Noviembre,Jueves,05/11/2020,0,Homicidio,Siniestro Vial,,Floresta,10.0,-34.62981,-58.484938,1.0
54,HC-2020-0601491,2020,Noviembre,Sábado,07/11/2020,6,Homicidio,Siniestro Vial,,Balvanera,3.0,-34.601838,-58.404808,1.0
55,HC-2020-0603394,2020,Noviembre,Lunes,09/11/2020,3,Homicidio,Siniestro Vial,,Nueva Pompeya,4.0,-34.654461,-58.411113,1.0
56,HC-2020-0620707,2020,Noviembre,Jueves,19/11/2020,9,Homicidio,Siniestro Vial,,Parque Patricios,4.0,-34.629769,-58.399568,1.0
57,HC-2020-0624349,2020,Noviembre,Sábado,21/11/2020,13,Homicidio,Siniestro Vial,,Villa Riachuelo,8.0,-34.700942,-58.466449,1.0
58,HC-2020-0626019,2020,Noviembre,Lunes,23/11/2020,7,Homicidio,Siniestro Vial,,Villa Santa Rita,11.0,-34.619458,-58.475015,1.0
59,HC-2020-0628014,2020,Noviembre,Martes,24/11/2020,16,Homicidio,Siniestro Vial,,Vélez Sársfield,10.0,-34.636524,-58.487279,1.0
60,HC-2020-0641981,2020,Diciembre,Jueves,03/12/2020,14,Homicidio,Siniestro Vial,,Belgrano,13.0,-34.540487,-58.449274,1.0
61,HC-2020-0642611,2020,Diciembre,Jueves,03/12/2020,20,Homicidio,Siniestro Vial,,Parque Avellaneda,9.0,-34.65672,-58.477508,1.0
62,HC-2020-0644822,2020,Diciembre,Sábado,05/12/2020,8,Homicidio,Siniestro Vial,,Parque Avellaneda,9.0,-34.65672,-58.477508,1.0
63,HC-2020-0645318,2020,Diciembre,Sábado,05/12/2020,16,Homicidio,Siniestro Vial,,Saavedra,12.0,-34.54837,-58.493326,1.0
64,HC-2020-0646590,2020,Diciembre,Lunes,07/12/2020,4,Homicidio,Siniestro Vial,,Villa Luro,10.0,-34.636198,-58.501713,1.0
65,HC-2020-0654012,2020,Diciembre,Viernes,11/12/2020,22,Homicidio,Siniestro Vial,,Nueva Pompeya,4.0,-34.654728,-58.416413,1.0
66,HC-2020-0658584,2020,Diciembre,Martes,15/12/2020,5,Homicidio,Siniestro Vial,,Constitución,1.0,-34.618133,-58.387463,1.0
67,HC-2020-0663427,2020,Diciembre,Jueves,17/12/2020,15,Homicidio,Siniestro Vial,,Recoleta,2.0,-34.591761,-58.391897,1.0
68,HC-2020-0664169,2020,Diciembre,Jueves,17/12/2020,23,Homicidio,Siniestro Vial,,Flores,7.0,-34.635516,-58.467492,1.0
69,HC-2020-0667506,2020,Diciembre,Domingo,20/12/2020,7,Homicidio,Siniestro Vial,,Villa Soldati,8.0,-34.66837,-58.446321,1.0
70,HC-2020-0668209,2020,Diciembre,Domingo,20/12/2020,21,Homicidio,Siniestro Vial,,Flores,7.0,-34.627423,-58.471104,1.0
71,HC-2020-0673324,2020,Diciembre,Miércoles,23/12/2020,14,Homicidio,Siniestro Vial,,San Nicolás,1.0,-34.604035,-58.380964,1.0
72,HC-2020-0675340,2020,Diciembre,Viernes,25/12/2020,5,Homicidio,Siniestro Vial,,Parque Chacabuco,7.0,-34.632359,-58.437129,1.0
73,HC-2020-0675359,2020,Diciembre,Viernes,25/12/2020,6,Homicidio,Siniestro Vial,,Paternal,15.0,-34.601113,-58.472209,2.0
74,HC-2020-0676996,2020,Diciembre,Domingo,27/12/2020,4,Homicidio,Siniestro Vial,,Saavedra,12.0,-34.548367,-58.493326,1.0
75,HC-2020-9000001,2020,Diciembre,Sábado,05/12/2020,7,Homicidio,Siniestro Vial,,Villa Devoto,11.0,-34.60999884,-58.52809682,2.0
76,HD-2020-0001119,2020,Enero,Miércoles,01/01/2020,22,Homicidio,Femicidio,,Villa Devoto,11.0,-34.611268,-58.525386,1.0
77,HD-2020-0014660,2020,Enero,Martes,07/01/2020,23,Homicidio,Doloso,,Nueva Pompeya,4.0,-34.653266,-58.407148,1.0
78,HD-2020-0015358,2020,Enero,Miércoles,08/01/2020,10,Homicidio,Doloso,,Saavedra,12.0,-34.547826,-58.475235,1.0
79,HD-2020-0017154,2020,Enero,Miércoles,08/01/2020,23,Homicidio,Doloso,,Barracas,4.0,-34.651427,-58.396643,1.0
80,HD-2020-0037200,2020,Enero,Viernes,17/01/2020,21,Homicidio,Doloso,,Retiro,1.0,-34.583833,-58.378649,1.0
81,HD-2020-0068593,2020,Febrero,Sábado,01/02/2020,16,Homicidio,Doloso,,Boca,4.0,-34.618658,-58.355824,1.0
82,HD-2020-0075587,2020,Febrero,Miércoles,05/02/2020,1,Homicidio,Doloso,,Retiro,1.0,-34.585183,-58.379863,1.0
83,HD-2020-0080459,2020,Febrero,Viernes,07/02/2020,4,Homicidio,Doloso,,Mataderos,9.0,-34.664311,-58.497391,1.0
84,HD-2020-0100702,2020,Febrero,Sábado,15/02/2020,16,Homicidio,Doloso,,Retiro,1.0,-34.583142,-58.382151,1.0
85,HD-2020-0107958,2020,Febrero,Martes,18/02/2020,23,Homicidio,Doloso,,Retiro,1.0,-34.5849961,-58.37732579,1.0
86,HD-2020-0120376,2020,Febrero,Martes,25/02/2020,1,Homicidio,Doloso,,Barracas,4.0,-34.6512146,-58.3963451,2.0
87,HD-2020-0121475,2020,Febrero,Martes,25/02/2020,20,Homicidio,Doloso,,Retiro,1.0,-34.584574,-58.380023,1.0
88,HD-2020-0129810,2020,Febrero,Viernes,28/02/2020,18,Homicidio,Doloso,,Villa Lugano,8.0,-34.671367,-58.490732,1.0
89,HD-2020-0131346,2020,Febrero,Sábado,29/02/2020,14,Homicidio,Doloso,,Barracas,4.0,-34.65632725,-58.39980217,1.0
90,HD-2020-0132822,2020,Marzo,Domingo,01/03/2020,19,Homicidio,Doloso,,Retiro,1.0,-34.58452174,-58.38114725,1.0
91,HD-2020-0135993,2020,Marzo,Martes,03/03/2020,3,Homicidio,Doloso,,Retiro,1.0,-34.58702644,-58.37744829,1.0
92,HD-2020-0138931,2020,Marzo,Miércoles,04/03/2020,3,Homicidio,Doloso,,Saavedra,12.0,-34.547181,-58.481512,1.0
93,HD-2020-0144594,2020,Marzo,Jueves,05/03/2020,18,Homicidio,Doloso,,Barracas,4.0,-34.650738,-58.3962485,1.0
94,HD-2020-0158910,2020,Marzo,Jueves,12/03/2020,4,Homicidio,Doloso,,Palermo,14.0,-34.585729,-58.437796,1.0
95,HD-2020-0171171,2020,Marzo,Martes,17/03/2020,20,Homicidio,Doloso,,Villa Lugano,8.0,-34.677261,-58.486073,1.0
96,HD-2020-0187152,2020,Abril,Jueves,02/04/2020,13,Homicidio,Doloso,,Balvanera,3.0,-34.606721,-58.408936,1.0
97,HD-2020-0193344,2020,Abril,Miércoles,08/04/2020,23,Homicidio,Doloso,,Constitución,1.0,-34.622916,-58.384007,1.0
98,HD-2020-0203629,2020,Abril,Lunes,20/04/2020,3,Homicidio,Femicidio,,Palermo,14.0,-34.566579,-58.4179,1.0
99,HD-2020-0204505,2020,Abril,Lunes,20/04/2020,18,Homicidio,Doloso,,Retiro,1.0,-34.583142,-58.382151,1.0
100,HD-2020-0219193,2020,Abril,Lunes,27/04/2020,20,Homicidio,Doloso,,Flores,7.0,-34.638921,-58.456995,1.0
101,HD-2020-0224727,2020,Mayo,Sábado,02/05/2020,20,Homicidio,Doloso,,Constitución,1.0,-34.626827,-58.382856,1.0
102,HD-2020-0226258,2020,Mayo,Lunes,04/05/2020,13,Homicidio,Doloso,,Constitución,1.0,-34.62569,-58.385837,1.0
103,HD-2020-0229641,2020,Mayo,Jueves,07/05/2020,4,Homicidio,Doloso,,Constitución,1.0,-34.623717,-58.383652,1.0
104,HD-2020-0233023,2020,Mayo,Sábado,09/05/2020,4,Homicidio,Doloso,,Parque Avellaneda,9.0,-34.657289,-58.472843,1.0
105,HD-2020-0236660,2020,Mayo,Martes,12/05/2020,12,Homicidio,Doloso,,Caballito,6.0,-34.608005,-58.433301,1.0
106,HD-2020-0244253,2020,Mayo,Domingo,17/05/2020,11,Homicidio,Doloso,,Nueva Pompeya,4.0,-34.641394,-58.415676,1.0
107,HD-2020-0244643,2020,Mayo,Domingo,17/05/2020,19,Homicidio,Doloso,,Villa Soldati,8.0,-34.657899,-58.447812,1.0
108,HD-2020-0245614,2020,Mayo,Lunes,18/05/2020,12,Homicidio,Doloso,,Barracas,4.0,-34.650938,-58.395502,1.0
109,HD-2020-0246393,2020,Mayo,Martes,19/05/2020,15,Homicidio,Femicidio,,Almagro,5.0,-34.610538,-58.417458,1.0
110,HD-2020-0249888,2020,Mayo,Miércoles,20/05/2020,13,Homicidio,Doloso,,Barracas,4.0,-34.6495849,-58.4039499,1.0
111,HD-2020-0253507,2020,Mayo,Jueves,21/05/2020,23,Homicidio,Doloso,,Retiro,1.0,-34.58490639,-58.37702691,1.0
112,HD-2020-0271486,2020,Junio,Lunes,01/06/2020,0,Homicidio,Femicidio,,Villa Soldati,8.0,-34.659819,-58.45241,1.0
113,HD-2020-0278246,2020,Junio,Jueves,04/06/2020,7,Homicidio,Doloso,,Constitución,1.0,-34.63233,-58.383951,1.0
114,HD-2020-0287033,2020,Junio,Lunes,08/06/2020,4,Homicidio,Doloso,,Villa Lugano,8.0,-34.671367,-58.490732,1.0
115,HD-2020-0298811,2020,Junio,Domingo,14/06/2020,5,Homicidio,Doloso,,Palermo,14.0,-34.576466,-58.421633,1.0
116,HD-2020-0313446,2020,Junio,Miércoles,17/06/2020,16,Homicidio,Doloso,,Flores,7.0,-34.64764131,-58.44092611,1.0
117,HD-2020-0316894,2020,Junio,Jueves,18/06/2020,18,Homicidio,Doloso,,Paternal,15.0,-34.601837,-58.463809,1.0
118,HD-2020-0411535,2020,Julio,Sábado,04/07/2020,23,Homicidio,Femicidio,,Constitución,1.0,-34.623863,-58.388471,1.0
119,HD-2020-0414227,2020,Julio,Domingo,05/07/2020,20,Homicidio,Doloso,,Barracas,4.0,-34.655292,-58.398287,1.0
120,HD-2020-0417571,2020,Julio,Martes,07/07/2020,6,Homicidio,Femicidio,,Belgrano,13.0,-34.561839,-58.458919,1.0
121,HD-2020-0425598,2020,Julio,Viernes,10/07/2020,4,Homicidio,Doloso,,Retiro,1.0,-34.587295,-58.37634,1.0
122,HD-2020-0428067,2020,Julio,Viernes,10/07/2020,20,Homicidio,Doloso,,Barracas,4.0,-34.6499436,-58.3991882,1.0
123,HD-2020-0436041,2020,Julio,Miércoles,15/07/2020,20,Homicidio,Doloso,,Belgrano,13.0,-34.562871,-58.455095,1.0
124,HD-2020-0440951,2020,Julio,Viernes,17/07/2020,20,Homicidio,Doloso,,Parque Chacabuco,7.0,-34.637428,-58.430416,1.0
125,HD-2020-0442097,2020,Julio,Domingo,19/07/2020,1,Homicidio,Doloso,,Barracas,4.0,-34.657283,-58.39931565,2.0
126,HD-2020-0446840,2020,Julio,Miércoles,22/07/2020,2,Homicidio,Doloso,,Retiro,1.0,-34.5814639,-58.38233645,1.0
127,HD-2020-0451036,2020,Julio,Sábado,25/07/2020,8,Homicidio,Doloso,,Flores,7.0,-34.647841,-58.44459,1.0
128,HD-2020-0457901,2020,Julio,Jueves,30/07/2020,11,Homicidio,Doloso,,Recoleta,2.0,-34.589114,-58.391425,1.0
129,HD-2020-0457940,2020,Julio,Jueves,30/07/2020,9,Homicidio,Doloso,,Barracas,4.0,-34.65162686,-58.39838016,1.0
130,HD-2020-0466412,2020,Agosto,Jueves,06/08/2020,7,Homicidio,Doloso,,Constitución,1.0,-34.625848,-58.384653,1.0
131,HD-2020-0472222,2020,Agosto,Lunes,10/08/2020,4,Homicidio,Doloso,,Chacarita,15.0,-34585.0,-58.457319,1.0
132,HD-2020-0474952,2020,Agosto,Lunes,10/08/2020,21,Homicidio,Doloso,,Boca,4.0,-34.630089,-58.361787,1.0
133,HD-2020-0477741,2020,Agosto,Miércoles,12/08/2020,19,Homicidio,Doloso,,Barracas,4.0,-34.651045,-58.398798,1.0
134,HD-2020-0480887,2020,Agosto,Sábado,15/08/2020,1,Homicidio,Doloso,,Chacarita,15.0,-34.586758,-58.452904,2.0
135,HD-2020-0480913,2020,Agosto,Sábado,15/08/2020,23,Homicidio,Doloso,,Flores,7.0,-34.64757224,-58.44062741,1.0
136,HD-2020-0480997,2020,Agosto,Sábado,15/08/2020,6,Homicidio,Doloso,,Barracas,4.0,-34.650079,-58.396635,1.0
137,HD-2020-0481389,2020,Agosto,Sábado,15/08/2020,5,Homicidio,Doloso,,Nueva Pompeya,4.0,-34.642819,-58.422818,1.0
138,HD-2020-0482565,2020,Agosto,Lunes,17/08/2020,5,Homicidio,Doloso,,Belgrano,13.0,-34.561599,-58.448722,1.0
139,HD-2020-0484990,2020,Agosto,Miércoles,19/08/2020,3,Homicidio,Doloso,,Barracas,4.0,-34.6497759,-58.3981583,1.0
140,HD-2020-0485574,2020,Agosto,Miércoles,19/08/2020,8,Homicidio,Doloso,,Flores,7.0,-34.6502509,-58.4376309,1.0
141,HD-2020-0489823,2020,Agosto,Viernes,21/08/2020,21,Homicidio,Doloso,,Caballito,6.0,-34.623813,-58.444979,1.0
142,HD-2020-0490107,2020,Agosto,Sábado,22/08/2020,17,Homicidio,Doloso,,San Cristóbal,3.0,-34.623501,-58.408999,1.0
143,HD-2020-0490515,2020,Agosto,Domingo,23/08/2020,2,Homicidio,Doloso,,Chacarita,15.0,-34.58388,-58.45621,1.0
144,HD-2020-0495976,2020,Agosto,Jueves,27/08/2020,8,Homicidio,Doloso,,Villa Santa Rita,11.0,-34.620512,-58.48745,1.0
145,HD-2020-0500243,2020,Agosto,Sábado,29/08/2020,16,Homicidio,Femicidio Intrafamiliar,,Villa Urquiza,12.0,-34.574564,-58.490353,1.0
146,HD-2020-0500430,2020,Agosto,Lunes,31/08/2020,4,Homicidio,Doloso,,Barracas,4.0,-34.654095,-58.395221,1.0
147,HD-2020-0501628,2020,Agosto,Lunes,31/08/2020,20,Homicidio,Doloso,,Recoleta,2.0,-34.596658,-58.406735,1.0
148,HD-2020-0503059,2020,Septiembre,Martes,01/09/2020,19,Homicidio,Doloso,,Retiro,1.0,-34.598967,-58.379749,1.0
149,HD-2020-0509080,2020,Septiembre,Lunes,07/09/2020,8,Homicidio,Doloso,,Mataderos,9.0,-34.667955,-58.493606,1.0
150,HD-2020-0514708,2020,Septiembre,Jueves,10/09/2020,15,Homicidio,Doloso,,Barracas,4.0,-34.651504,-58.395431,1.0
151,HD-2020-0515797,2020,Septiembre,Viernes,11/09/2020,11,Homicidio,Doloso,,Boca,4.0,-34.626749,-58.367202,1.0
152,HD-2020-0517924,2020,Septiembre,Domingo,13/09/2020,2,Homicidio,Doloso,,Balvanera,3.0,-34.609219,-58.411784,1.0
153,HD-2020-0518621,2020,Septiembre,Lunes,14/09/2020,0,Homicidio,Doloso,,Constitución,1.0,-34.624544,-58.383441,1.0
154,HD-2020-0518661,2020,Septiembre,Lunes,14/09/2020,1,Homicidio,Travesticidio/Transfemicidio,,Barracas,4.0,-34.65138028,-58.40378019,1.0
155,HD-2020-0521821,2020,Septiembre,Martes,15/09/2020,20,Homicidio,Doloso,,Villa Pueyrredón,12.0,-34.575632,-58.508526,1.0
156,HD-2020-0532319,2020,Septiembre,Martes,22/09/2020,23,Homicidio,Doloso,,Chacarita,15.0,-34.58703,-58.452212,1.0
157,HD-2020-0540494,2020,Septiembre,Lunes,28/09/2020,16,Homicidio,Doloso,,Palermo,14.0,-34.577621,-58.403443,2.0
158,HD-2020-0540614,2020,Septiembre,Lunes,28/09/2020,17,Homicidio,Doloso,,Belgrano,13.0,-34.562392,-58.45487,1.0
159,HD-2020-0562822,2020,Octubre,Martes,13/10/2020,3,Homicidio,Doloso,,Constitución,1.0,-34.622929,-58.384406,1.0
160,HD-2020-0567920,2020,Octubre,Jueves,15/10/2020,21,Homicidio,Doloso,,Villa Lugano,8.0,-34.672396,-58.472258,1.0
161,HD-2020-0573133,2020,Octubre,Lunes,19/10/2020,23,Homicidio,Doloso,,Barracas,4.0,-34.644916,-58.378891,2.0
162,HD-2020-0576315,2020,Octubre,Miércoles,21/10/2020,23,Homicidio,Doloso,,Flores,7.0,-34.6502,-58.442422,1.0
163,HD-2020-0584014,2020,Octubre,Miércoles,28/10/2020,7,Homicidio,Doloso,,Retiro,1.0,-34.588535,-58.372039,1.0
164,HD-2020-0586962,2020,Octubre,Jueves,29/10/2020,1,Homicidio,Doloso,,Constitución,1.0,-34.622916,-58.384008,1.0
165,HD-2020-0589020,2020,Octubre,Jueves,29/10/2020,1,Homicidio,Doloso,,Nuñez,13.0,-34.539505,-58.474883,1.0
166,HD-2020-0592490,2020,Noviembre,Lunes,02/11/2020,5,Homicidio,Doloso,,Balvanera,3.0,-34.601159,-58.400983,1.0
167,HD-2020-0597681,2020,Noviembre,Miércoles,04/11/2020,21,Homicidio,Doloso,,Nuñez,13.0,-34.553159,-58.468959,1.0
168,HD-2020-0608589,2020,Noviembre,Miércoles,11/11/2020,23,Homicidio,Doloso,,Constitución,1.0,-34.629708,-58.382723,1.0
169,HD-2020-0610500,2020,Noviembre,Viernes,13/11/2020,2,Homicidio,Doloso,,Retiro,1.0,-34.597156,-58.377998,1.0
170,HD-2020-0613698,2020,Noviembre,Sábado,14/11/2020,1,Homicidio,Doloso,,Villa Lugano,8.0,-34.674938,-58.46404,1.0
171,HD-2020-0616593,2020,Noviembre,Lunes,16/11/2020,18,Homicidio,Doloso,,Balvanera,3.0,-34.618457,-58.39752,1.0
172,HD-2020-0625053,2020,Noviembre,Sábado,21/11/2020,20,Homicidio,Doloso,,Barracas,4.0,-34.631788,-58.382624,1.0
173,HD-2020-0626230,2020,Noviembre,Lunes,23/11/2020,7,Homicidio,Doloso,,Flores,7.0,-34.648558,-58.442006,1.0
174,HD-2020-0630066,2020,Noviembre,Miércoles,25/11/2020,19,Homicidio,Doloso,,Chacarita,15.0,-34.594543,-58.455187,1.0
175,HD-2020-0633331,2020,Noviembre,Viernes,27/11/2020,17,Homicidio,Doloso,,Barracas,4.0,-34.65639116,-58.39938082,1.0
176,HD-2020-0634213,2020,Noviembre,Sábado,28/11/2020,2,Homicidio,Doloso,,Flores,7.0,-34.64869,-58.441322,1.0
177,HD-2020-0637212,2020,Noviembre,Lunes,30/11/2020,15,Homicidio,Doloso,,Villa Lugano,8.0,-34.677262,-58.478369,1.0
178,HD-2020-0644734,2020,Diciembre,Sábado,05/12/2020,0,Homicidio,Doloso,,Constitución,1.0,-34.627112,-58.387188,1.0
179,HD-2020-0645351,2020,Diciembre,Sábado,05/12/2020,7,Homicidio,Doloso,,Villa Devoto,11.0,-34.584756,-58.516015,1.0
180,HD-2020-0646186,2020,Diciembre,Sábado,05/12/2020,5,Homicidio,Doloso,,Balvanera,3.0,-34.611564,-58.410238,1.0
181,HD-2020-0646624,2020,Diciembre,Lunes,07/12/2020,5,Homicidio,Femicidio,,Palermo,14.0,-34.580281,-58.42377,1.0
182,HD-2020-0647705,2020,Diciembre,Martes,08/12/2020,8,Homicidio,Doloso,,Retiro,1.0,-34.591197,-58.371659,1.0
183,HD-2020-0650363,2020,Diciembre,Miércoles,09/12/2020,22,Homicidio,Doloso,,Retiro,1.0,-34.58533114,-58.37947291,1.0
184,HD-2020-0654766,2020,Diciembre,Viernes,11/12/2020,2,Homicidio,Doloso,,Retiro,1.0,-34.58527294,-58.37880281,1.0
185,HD-2020-0655960,2020,Diciembre,Domingo,06/12/2020,18,Homicidio,Travesticidio/Transfemicidio,,Balvanera,3.0,-34.604342,-58.398673,1.0
186,HD-2020-0660548,2020,Diciembre,Martes,15/12/2020,23,Homicidio,Doloso,,Caballito,6.0,-34.621724,-58.444354,1.0
187,HD-2020-0662529,2020,Diciembre,Miércoles,16/12/2020,23,Homicidio,Doloso,,Villa Santa Rita,11.0,-34.620493,-58.474189,1.0
188,HD-2020-0663072,2020,Diciembre,Miércoles,16/12/2020,16,Homicidio,Doloso,,Boca,4.0,-34.627327,-58.365674,1.0
189,HD-2020-0667277,2020,Diciembre,Sábado,19/12/2020,0,Homicidio,Doloso,,Flores,7.0,-34.64879971,-58.44069916,1.0
190,HD-2020-0670159,2020,Diciembre,Lunes,21/12/2020,20,Homicidio,Doloso,,Retiro,1.0,-34.582627,-58.383593,1.0
191,HD-2020-0675454,2020,Diciembre,Viernes,25/12/2020,8,Homicidio,Doloso,,Villa Lugano,8.0,-34.673126,-58.491318,1.0
