,id_mapa,anio,mes,dia,fecha,franja,tipo,subtipo,uso_armas,barrio,comuna,latitud,longitud,victimas
66016,RH-2020-3153937,2020,Febrero,Lunes,17/02/2020,10,Robo (con violencia),,,Parque Avellaneda,9.0,-34.644064,-58.472012,
66017,RH-2020-3153953,2020,Marzo,Lunes,09/03/2020,23,Robo (con violencia),,Arma cortante,Villa Lugano,8.0,-34.678891,-58.466686,
66018,RH-2020-3153955,2020,Marzo,Lunes,09/03/2020,15,Robo (con violencia),,,Belgrano,13.0,-34.563239,-58.463392,
66019,RH-2020-3154035,2020,Marzo,Martes,10/03/2020,7,Hurto (sin violencia),,,Almagro,5.0,-34.602175,-58.419408,
66020,RH-2020-3154066,2020,Marzo,Martes,10/03/2020,11,Robo (con violencia),,,Recoleta,2.0,-34.590229,-58.386446,
66021,RH-2020-3154067,2020,Marzo,Martes,10/03/2020,7,Robo (con violencia),,,Balvanera,3.0,-34.611794,-58.413101,
66022,RH-2020-3154072,2020,Marzo,Martes,10/03/2020,9,Robo (con violencia),,,Balvanera,3.0,-34.600951,-58.403942,
66023,RH-2020-3154138,2020,Marzo,Lunes,09/03/2020,18,Robo (con violencia),,,Palermo,14.0,-34.585953,-58.412934,
66024,RH-2020-3154152,2020,Marzo,Martes,10/03/2020,11,Robo (con violencia),,,Villa Urquiza,12.0,-34.568928,-58.492451,
66025,RH-2020-3154154,2020,Marzo,Martes,10/03/2020,9,Robo (con violencia),,,Almagro,5.0,-34.607253,-58.424997,
66026,RH-2020-3154170,2020,Marzo,Lunes,09/03/2020,18,Hurto (sin violencia),,,Retiro,1.0,-34.592647,-58.375263,
66027,RH-2020-3154176,2020,Marzo,Lunes,09/03/2020,22,Robo (con violencia),Con uso de moto,Arma de fuego,Chacarita,15.0,-34.585753,-58.452829,
66028,RH-2020-3154201,2020,Marzo,Lunes,09/03/2020,22,Robo (con violencia),,,Balvanera,3.0,-34.607195,-58.41167,
66029,RH-2020-3154218,2020,Marzo,Martes,10/03/2020,11,Hurto (sin violencia),,,Parque Chacabuco,7.0,-34.633721,-58.438209,
66030,RH-2020-3154220,2020,Marzo,Domingo,08/03/2020,23,Robo (con violencia),,,Villa Urquiza,12.0,-34.580209,-58.493616,
66031,RH-2020-3154222,2020,Marzo,Lunes,09/03/2020,21,Hurto (sin violencia),,,Balvanera,3.0,-34.605183,-58.410858,
66032,RH-2020-3154251,2020,Marzo,Lunes,09/03/2020,6,Hurto (sin violencia),,,Monserrat,1.0,-34.610179,-58.372985,
66033,RH-2020-3154268,2020,Marzo,Jueves,05/03/2020,19,Hurto (sin violencia),,,Almagro,5.0,-34.604975,-58.421278,
66034,RH-2020-3154329,2020,Marzo,Sábado,07/03/2020,3,Hurto (sin violencia),,,Palermo,14.0,-34.587422,-58.438471,
66035,RH-2020-3154359,2020,Marzo,Viernes,06/03/2020,19,Hurto (sin violencia),,,San Nicolás,1.0,-34.603059,-58.36998,
66036,RH-2020-3154370,2020,Marzo,Sábado,07/03/2020,20,Robo (con violencia),,,Balvanera,3.0,-34.606286,-58.412586,
66037,RH-2020-3154389,2020,Marzo,Martes,03/03/2020,12,Hurto (sin violencia),,,Constitución,1.0,-34.627471,-58.378379,
66038,RH-2020-3154390,2020,Marzo,Martes,10/03/2020,8,Robo (con violencia),,,Parque Chacabuco,7.0,-34.640232,-58.442985,
66039,RH-2020-3154403,2020,Marzo,Lunes,09/03/2020,18,Hurto (sin violencia),,,Monserrat,1.0,-34.609352,-58.391676,
66040,RH-2020-3154409,2020,Marzo,Domingo,08/03/2020,23,Robo (con violencia),,Arma de fuego,Balvanera,3.0,-34.60131,-58.410828,
66041,RH-2020-3154447,2020,Marzo,Lunes,09/03/2020,20,Hurto (sin violencia),,,Monserrat,1.0,-34.609086,-58.379151,
66042,RH-2020-3154488,2020,Marzo,Domingo,08/03/2020,9,Robo (con violencia),,,Balvanera,3.0,-34.608935,-58.406133,
66043,RH-2020-3154494,2020,Marzo,Domingo,08/03/2020,10,Hurto (sin violencia),,,Boedo,5.0,-34.623414,-58.417598,
66044,RH-2020-3154500,2020,Marzo,Martes,10/03/2020,11,Hurto (sin violencia),,,Balvanera,3.0,-34.6087,-58.400598,
66045,RH-2020-3154611,2020,Marzo,Martes,10/03/2020,12,Hurto (sin violencia),,,Palermo,14.0,-34.571137,-58.44227,
66046,RH-2020-3154625,2020,Marzo,Martes,10/03/2020,13,Hurto (sin violencia),,,Monserrat,1.0,-34.611481,-58.375389,
66047,RH-2020-3154638,2020,Marzo,Domingo,08/03/2020,23,Hurto (sin violencia),,,Monte Castro,10.0,-34.618755,-58.509361,
66048,RH-2020-3154640,2020,Marzo,Lunes,09/03/2020,13,Robo (con violencia),,,Belgrano,13.0,-34.566869,-58.462392,
66049,RH-2020-3154648,2020,Marzo,Viernes,06/03/2020,18,Robo (con violencia),,,Parque Chacabuco,7.0,-34.637552,-58.445707,
66050,RH-2020-3154690,2020,Marzo,Lunes,09/03/2020,21,Robo (con violencia),,Arma cortante,Barracas,4.0,-34.634608,-58.377097,
66051,RH-2020-3154700,2020,Marzo,Domingo,08/03/2020,23,Robo (con violencia),,,Almagro,5.0,-34.599737,-58.413616,
66052,RH-2020-3154715,2020,Marzo,Lunes,09/03/2020,14,Robo (con violencia),,Arma de fuego,Constitución,1.0,-34.625095,-58.389542,
66053,RH-2020-3154718,2020,Marzo,Lunes,09/03/2020,14,Hurto (sin violencia),,,Nueva Pompeya,4.0,-34.654644,-58.419168,
66054,RH-2020-3154826,2020,Marzo,Martes,10/03/2020,14,Hurto (sin violencia),,,Villa Gral. Mitre,11.0,-34.611273,-58.467564,
66055,RH-2020-3154868,2020,Marzo,Martes,10/03/2020,8,Robo (con violencia),,,Colegiales,13.0,-34.574829,-58.461164,
66056,RH-2020-3154895,2020,Marzo,Martes,10/03/2020,2,Hurto (sin violencia),,,Nuñez,13.0,-34.542393,-58.471287,
66057,RH-2020-3154918,2020,Marzo,Martes,10/03/2020,0,Hurto (sin violencia),,,San Nicolás,1.0,-34.604107,-58.386975,
66058,RH-2020-3154951,2020,Marzo,Lunes,09/03/2020,22,Robo (con violencia),Con uso de moto,Arma de fuego,Parque Chacabuco,7.0,-34.639632,-58.44791,
66059,RH-2020-3155019,2020,Marzo,Martes,10/03/2020,0,Robo (con violencia),Con uso de moto,,Balvanera,3.0,-34.616779,-58.405586,
66060,RH-2020-3155064,2020,Marzo,Martes,03/03/2020,9,Hurto (sin violencia),,,Parque Avellaneda,9.0,-34.638362,-58.481312,
66061,RH-2020-3155086,2020,Marzo,Sábado,07/03/2020,21,Hurto (sin violencia),,,Villa Gral. Mitre,11.0,-34.606146,-58.473316,
66062,RH-2020-3155124,2020,Marzo,Martes,10/03/2020,16,Hurto (sin violencia),,,Constitución,1.0,-34.623569,-58.384985,
66063,RH-2020-3155135,2020,Marzo,Lunes,09/03/2020,19,Robo (con violencia),Con uso de moto,,Balvanera,3.0,-34.609294,-58.394472,
66064,RH-2020-3155152,2020,Marzo,Lunes,09/03/2020,20,Hurto (sin violencia),,,San Nicolás,1.0,-34.608981,-58.389037,
66065,RH-2020-3155178,2020,Marzo,Viernes,06/03/2020,16,Hurto (sin violencia),,,Retiro,1.0,-34.593691,-58.387397,
66066,RH-2020-3155189,2020,Marzo,Martes,10/03/2020,8,Hurto (sin violencia),,,Villa Urquiza,12.0,-34.567301,-58.474254,
66067,RH-2020-3155213,2020,Marzo,Jueves,05/03/2020,16,Hurto (sin violencia),Hurto Automotor,,Nuñez,13.0,-34.542027,-58.469251,
66068,RH-2020-3155251,2020,Marzo,Jueves,05/03/2020,7,Hurto (sin violencia),,,Retiro,1.0,-34.586569,-58.374024,
66069,RH-2020-3155260,2020,Marzo,Lunes,09/03/2020,1,Robo (con violencia),,,Vélez Sársfield,10.0,-34.634664,-58.484658,
66070,RH-2020-3155261,2020,Marzo,Jueves,05/03/2020,15,Hurto (sin violencia),,,San Nicolás,1.0,-34.602357,-58.378599,
66071,RH-2020-3155276,2020,Marzo,Martes,10/03/2020,14,Hurto (sin violencia),,,Belgrano,13.0,-34.55452,-58.451112,
66072,RH-2020-3155280,2020,Marzo,Lunes,09/03/2020,19,Hurto (sin violencia),,,Monserrat,1.0,-34.610241,-58.391789,
66073,RH-2020-3155312,2020,Marzo,Martes,10/03/2020,16,Hurto (sin violencia),,,Retiro,1.0,-34.591255,-58.374101,
66074,RH-2020-3155331,2020,Marzo,Martes,10/03/2020,20,Hurto (sin violencia),,,San Nicolás,1.0,-34.609173,-58.391546,
66075,RH-2020-3155353,2020,Marzo,Martes,10/03/2020,16,Hurto (sin violencia),,,Palermo,14.0,-34.580872,-58.413716,
66076,RH-2020-3155384,2020,Marzo,Martes,10/03/2020,13,Robo (con violencia),,,Nuñez,13.0,-34.538129,-58.471194,
66077,RH-2020-3155388,2020,Marzo,Viernes,06/03/2020,5,Hurto (sin violencia),,,Flores,7.0,-34.630937,-58.47009,
66078,RH-2020-3155389,2020,Marzo,Lunes,02/03/2020,6,Hurto (sin violencia),,,Villa Soldati,8.0,-34.663091,-58.452665,
66079,RH-2020-3155404,2020,Marzo,Domingo,08/03/2020,18,Hurto (sin violencia),,,Belgrano,13.0,-34.554262,-58.446159,
66080,RH-2020-3155408,2020,Marzo,Martes,10/03/2020,17,Hurto (sin violencia),,,Flores,7.0,-34.628893,-58.462575,
66081,RH-2020-3155530,2020,Marzo,Lunes,09/03/2020,13,Robo (con violencia),,,San Telmo,1.0,-34.623476,-58.376384,
66082,RH-2020-3155537,2020,Febrero,Viernes,28/02/2020,18,Robo (con violencia),,,Saavedra,12.0,-34.551163,-58.472267,
66083,RH-2020-3155545,2020,Marzo,Sábado,07/03/2020,14,Hurto (sin violencia),,,Balvanera,3.0,-34.612879,-58.406815,
66084,RH-2020-3155596,2020,Marzo,Martes,10/03/2020,17,Hurto (sin violencia),,,Caballito,6.0,-34.618795,-58.457104,
66085,RH-2020-3155629,2020,Marzo,Martes,10/03/2020,17,Robo (con violencia),,,Palermo,14.0,-34.588814,-58.413721,
66086,RH-2020-3155640,2020,Marzo,Lunes,09/03/2020,9,Hurto (sin violencia),,,Belgrano,13.0,-34.557372,-58.45914,
66087,RH-2020-3155668,2020,Marzo,Martes,10/03/2020,4,Robo (con violencia),,,Villa Lugano,8.0,-34.670556,-58.475353,
66088,RH-2020-3155670,2020,Marzo,Martes,10/03/2020,19,Hurto (sin violencia),,,Monserrat,1.0,-34.608602,-58.374939,
66089,RH-2020-3155699,2020,Marzo,Lunes,09/03/2020,13,Hurto (sin violencia),,,San Nicolás,1.0,-34.604509,-58.392173,
66090,RH-2020-3155709,2020,Marzo,Lunes,09/03/2020,18,Hurto (sin violencia),,,Balvanera,3.0,-34.609188,-58.392088,
66091,RH-2020-3155723,2020,Marzo,Martes,10/03/2020,9,Hurto (sin violencia),,,Villa Del Parque,11.0,-34.599448,-58.491973,
66092,RH-2020-3155732,2020,Marzo,Lunes,09/03/2020,9,Hurto (sin violencia),,,Retiro,1.0,-34.586569,-58.374024,
66093,RH-2020-3155769,2020,Marzo,Martes,10/03/2020,19,Hurto (sin violencia),,,San Cristóbal,3.0,-34.618617,-58.39885,
66094,RH-2020-3155782,2020,Marzo,Martes,10/03/2020,18,Robo (con violencia),,,Villa Lugano,8.0,-34.67528,-58.467898,
66095,RH-2020-3155819,2020,Marzo,Martes,10/03/2020,20,Robo (con violencia),,,Parque Chas,15.0,-34.580946,-58.48202,
66096,RH-2020-3155824,2020,Marzo,Lunes,09/03/2020,20,Robo (con violencia),,,Parque Chacabuco,7.0,-34.630016,-58.438612,
66097,RH-2020-3155837,2020,Marzo,Martes,10/03/2020,4,Hurto (sin violencia),,,San Cristóbal,3.0,-34.619106,-58.395911,
66098,RH-2020-3155843,2020,Marzo,Martes,10/03/2020,14,Robo (con violencia),,,Balvanera,3.0,-34.614278,-58.397379,
66099,RH-2020-3155847,2020,Marzo,Martes,10/03/2020,2,Robo (con violencia),,,Flores,7.0,-34.631213,-58.464876,
66100,RH-2020-3155850,2020,Marzo,Martes,10/03/2020,15,Robo (con violencia),,,Almagro,5.0,-34.598566,-58.419031,
66101,RH-2020-3155866,2020,Marzo,Martes,10/03/2020,18,Robo (con violencia),,,Villa Soldati,8.0,-34.668755,-58.445082,
66102,RH-2020-3155887,2020,Marzo,Martes,10/03/2020,21,Hurto (sin violencia),,,Villa Urquiza,12.0,-34.568669,-58.479165,
66103,RH-2020-3155919,2020,Marzo,Martes,10/03/2020,15,Hurto (sin violencia),,,Balvanera,3.0,-34.599824,-58.397929,
66104,RH-2020-3155962,2020,Marzo,Martes,10/03/2020,10,Robo (con violencia),,,Flores,7.0,-34.651183,-58.443304,
66105,RH-2020-3155987,2020,Marzo,Martes,10/03/2020,20,Robo (con violencia),,,Balvanera,3.0,-34.609266,-58.403417,
66106,RH-2020-3155996,2020,Marzo,Martes,10/03/2020,21,Robo (con violencia),Con uso de moto,,Villa Soldati,8.0,-34.659767,-58.435632,
66107,RH-2020-3156107,2020,Marzo,Sábado,07/03/2020,23,Hurto (sin violencia),,,Palermo,14.0,-34.586182,-58.434978,
66108,RH-2020-3156138,2020,Marzo,Martes,10/03/2020,21,Hurto (sin violencia),,,Palermo,14.0,-34.58402,-58.440334,
66109,RH-2020-3156146,2020,Marzo,Martes,10/03/2020,22,Robo (con violencia),,,Floresta,10.0,-34.632127,-58.474356,
66110,RH-2020-3156224,2020,Marzo,Martes,10/03/2020,1,Hurto (sin violencia),,,Liniers,9.0,-34.646039,-58.528517,
66111,RH-2020-3156228,2020,Marzo,Mi�rcoles,11/03/2020,0,Robo (con violencia),,,Villa Lugano,8.0,-34.685508,-58.458563,
66112,RH-2020-3156360,2020,Marzo,Mi�rcoles,11/03/2020,5,Robo (con violencia),,,Retiro,1.0,-34.595129,-58.377918,
66113,RH-2020-3156404,2020,Marzo,Mi�rcoles,11/03/2020,6,Robo (con violencia),,Arma de fuego,Retiro,1.0,-34.582191,-58.380853,
66114,RH-2020-3156409,2020,Marzo,Mi�rcoles,11/03/2020,5,Robo (con violencia),Con uso de moto,Arma de fuego,Villa Lugano,8.0,-34.674674,-58.467076,
66115,RH-2020-3156423,2020,Marzo,Mi�rcoles,11/03/2020,7,Robo (con violencia),,,Palermo,14.0,-34.582164,-58.410025,
66116,RH-2020-3156493,2020,Marzo,Mi�rcoles,11/03/2020,17,Robo (con violencia),,,Recoleta,2.0,-34.589088,-58.409874,
66117,RH-2020-3156502,2020,Marzo,Mi�rcoles,11/03/2020,7,Robo (con violencia),,,Balvanera,3.0,-34.616761,-58.408155,
66118,RH-2020-3156539,2020,Marzo,Mi�rcoles,11/03/2020,4,Hurto (sin violencia),,,Retiro,1.0,-34.592257,-58.375903,
66119,RH-2020-3156551,2020,Marzo,Mi�rcoles,11/03/2020,18,Hurto (sin violencia),,,San Nicolás,1.0,-34.604766,-58.377899,
66120,RH-2020-3156558,2020,Marzo,Martes,10/03/2020,13,Hurto (sin violencia),,,Balvanera,3.0,-34.608082,-58.392134,
66121,RH-2020-3156574,2020,Marzo,Martes,10/03/2020,13,Hurto (sin violencia),,,Balvanera,3.0,-34.608082,-58.392134,
66122,RH-2020-3156606,2020,Marzo,Domingo,08/03/2020,3,Hurto (sin violencia),,,Constitución,1.0,-34.629105,-58.383094,
66123,RH-2020-3156661,2020,Marzo,Sábado,07/03/2020,9,Robo (con violencia),,,Retiro,1.0,-34.582287,-58.380936,
66124,RH-2020-3156696,2020,Enero,Sábado,04/01/2020,10,Robo (con violencia),,,Retiro,1.0,-34.582286,-58.380903,
66125,RH-2020-3156721,2020,Marzo,Martes,03/03/2020,13,Hurto (sin violencia),,,San Nicolás,1.0,-34.605182,-58.385046,
66126,RH-2020-3156736,2020,Marzo,Lunes,09/03/2020,6,Robo (con violencia),Con uso de moto,,Villa Riachuelo,8.0,-34.695938,-58.467979,
66127,RH-2020-3156754,2020,Marzo,Martes,10/03/2020,18,Robo (con violencia),Con uso de moto,,Balvanera,3.0,-34.60471,-58.399797,
66128,RH-2020-3156774,2020,Marzo,Mi�rcoles,11/03/2020,10,Hurto (sin violencia),,,Caballito,6.0,-34.6184,-58.429727,
66129,RH-2020-3156809,2020,Marzo,Jueves,05/03/2020,20,Hurto (sin violencia),,,Nuñez,13.0,-34.549873,-58.464628,
66130,RH-2020-3156849,2020,Marzo,Mi�rcoles,11/03/2020,21,Robo (con violencia),,Arma de fuego,Villa Lugano,8.0,-34.676716,-58.494666,
66131,RH-2020-3156857,2020,Marzo,Lunes,09/03/2020,11,Hurto (sin violencia),,,Retiro,1.0,-34.595993,-58.372452,
66132,RH-2020-3156875,2020,Marzo,Martes,10/03/2020,22,Robo (con violencia),,,San Nicolás,1.0,-34.599632,-58.391353,
66133,RH-2020-3156925,2020,Marzo,Martes,10/03/2020,15,Robo (con violencia),,,Villa Ortuzar,15.0,-34.573436,-58.46599,
66134,RH-2020-3156937,2020,Marzo,Martes,10/03/2020,15,Robo (con violencia),,,Villa Ortuzar,15.0,-34.573436,-58.46599,
66135,RH-2020-3156956,2020,Marzo,Lunes,09/03/2020,21,Robo (con violencia),,,Monserrat,1.0,-34.610505,-58.390407,
66136,RH-2020-3156966,2020,Marzo,Mi�rcoles,11/03/2020,10,Hurto (sin violencia),,,Recoleta,2.0,-34.594526,-58.410732,
66137,RH-2020-3156968,2020,Marzo,Lunes,09/03/2020,13,Hurto (sin violencia),,,Almagro,5.0,-34.599175,-58.420457,
66138,RH-2020-3157032,2020,Marzo,Lunes,09/03/2020,11,Robo (con violencia),,,Liniers,9.0,-34.642794,-58.525517,
66139,RH-2020-3157033,2020,Marzo,Viernes,06/03/2020,16,Robo (con violencia),,,Flores,7.0,-34.62849,-58.457013,
66140,RH-2020-3157040,2020,Marzo,Mi�rcoles,11/03/2020,9,Hurto (sin violencia),,,Constitución,1.0,-34.626989,-58.386029,
66141,RH-2020-3157073,2020,Marzo,Martes,10/03/2020,11,Hurto (sin violencia),,,Boca,4.0,-34.640937,-58.361097,
66142,RH-2020-3157096,2020,Marzo,Mi�rcoles,11/03/2020,11,Hurto (sin violencia),,,Balvanera,3.0,-34.610689,-58.391956,
66143,RH-2020-3157111,2020,Marzo,Martes,10/03/2020,22,Robo (con violencia),,,Palermo,14.0,-34.585233,-58.411091,
66144,RH-2020-3157205,2020,Marzo,Sábado,07/03/2020,19,Robo (con violencia),,,Belgrano,13.0,-34.551161,-58.440762,
66145,RH-2020-3157210,2020,Marzo,Mi�rcoles,11/03/2020,10,Hurto (sin violencia),,,San Nicolás,1.0,-34.601635,-58.385169,
66146,RH-2020-3157213,2020,Marzo,Domingo,08/03/2020,2,Robo (con violencia),,,Retiro,1.0,-34.597629,-58.374216,
66147,RH-2020-3157223,2020,Marzo,Martes,10/03/2020,9,Hurto (sin violencia),,,Constitución,1.0,-34.626566,-58.382344,
66148,RH-2020-3157225,2020,Marzo,Lunes,09/03/2020,4,Robo (con violencia),,Arma de fuego,Balvanera,3.0,-34.60319,-58.392585,
66149,RH-2020-3157282,2020,Marzo,Mi�rcoles,11/03/2020,19,Robo (con violencia),,Arma de fuego,Villa Riachuelo,8.0,-34.698942,-58.468761,
66150,RH-2020-3157291,2020,Marzo,Martes,10/03/2020,7,Robo (con violencia),,,Palermo,14.0,-34.576373,-58.440368,
66151,RH-2020-3157378,2020,Marzo,Martes,10/03/2020,20,Robo (con violencia),,,San Cristóbal,3.0,-34.626935,-58.396676,
66152,RH-2020-3157401,2020,Marzo,Mi�rcoles,11/03/2020,11,Robo (con violencia),,Arma cortante,Balvanera,3.0,-34.599149,-58.403195,
66153,RH-2020-3157451,2020,Marzo,Mi�rcoles,11/03/2020,13,Robo (con violencia),,,Parque Chacabuco,7.0,-34.629817,-58.436426,
66154,RH-2020-3157508,2020,Marzo,Lunes,09/03/2020,14,Hurto (sin violencia),,,Balvanera,3.0,-34.603955,-58.410672,
66155,RH-2020-3157567,2020,Febrero,Mi�rcoles,26/02/2020,18,Robo (con violencia),,,San Nicolás,1.0,-34.603946,-58.384346,
66156,RH-2020-3157570,2020,Marzo,Mi�rcoles,11/03/2020,11,Robo (con violencia),,Arma de fuego,Balvanera,3.0,-34.614015,-58.409301,
66157,RH-2020-3157585,2020,Marzo,Mi�rcoles,11/03/2020,15,Robo (con violencia),Con uso de moto,,Balvanera,3.0,-34.612939,-58.41144,
66158,RH-2020-3157595,2020,Marzo,Martes,10/03/2020,23,Robo (con violencia),Con uso de moto,Arma de fuego,Belgrano,13.0,-34.5682,-58.456882,
66159,RH-2020-3157647,2020,Marzo,Mi�rcoles,11/03/2020,7,Robo (con violencia),,,Parque Chacabuco,7.0,-34.637655,-58.425583,
66160,RH-2020-3157666,2020,Marzo,Martes,10/03/2020,21,Robo (con violencia),Con uso de moto,,Flores,7.0,-34.631594,-58.469127,
66161,RH-2020-3157669,2020,Marzo,Sábado,07/03/2020,15,Robo (con violencia),Con uso de moto,,Recoleta,2.0,-34.597048,-58.398875,
66162,RH-2020-3157703,2020,Marzo,Lunes,09/03/2020,20,Hurto (sin violencia),,,San Nicolás,1.0,-34.609039,-58.391875,
66163,RH-2020-3157718,2020,Marzo,Mi�rcoles,11/03/2020,15,Robo (con violencia),,,Caballito,6.0,-34.626088,-58.436517,
66164,RH-2020-3157734,2020,Marzo,Mi�rcoles,11/03/2020,13,Robo (con violencia),,,Palermo,14.0,-34.584806,-58.414686,
66165,RH-2020-3157773,2020,Marzo,Viernes,06/03/2020,20,Robo (con violencia),,Arma cortante,Almagro,5.0,-34.615764,-58.416903,
66166,RH-2020-3157775,2020,Marzo,Lunes,09/03/2020,9,Robo (con violencia),,,Palermo,14.0,-34.595901,-58.418554,
66167,RH-2020-3157781,2020,Marzo,Martes,10/03/2020,15,Robo (con violencia),,Arma cortante,Monserrat,1.0,-34.614005,-58.378957,
66168,RH-2020-3157782,2020,Marzo,Martes,10/03/2020,23,Hurto (sin violencia),,,San Nicolás,1.0,-34.599704,-58.392676,
66169,RH-2020-3157806,2020,Marzo,Mi�rcoles,11/03/2020,12,Hurto (sin violencia),,,Retiro,1.0,-34.598702,-58.375355,
66170,RH-2020-3157813,2020,Marzo,Mi�rcoles,11/03/2020,13,Robo (con violencia),,,Palermo,14.0,-34.584806,-58.414686,
66171,RH-2020-3157838,2020,Marzo,Martes,10/03/2020,21,Robo (con violencia),,Arma de fuego,Villa Riachuelo,8.0,-34.689354,-58.479587,
66172,RH-2020-3157953,2020,Marzo,Martes,10/03/2020,7,Hurto (sin violencia),,,Versalles,10.0,-34.633071,-58.511553,
66173,RH-2020-3157975,2020,Febrero,Martes,18/02/2020,14,Hurto (sin violencia),,,Balvanera,3.0,-34.60839,-58.397562,
66174,RH-2020-3158034,2020,Marzo,Mi�rcoles,11/03/2020,17,Hurto (sin violencia),,,Monserrat,1.0,-34.609108,-58.382333,
66175,RH-2020-3158048,2020,Marzo,Mi�rcoles,11/03/2020,1,Robo (con violencia),,,Almagro,5.0,-34.600543,-58.420668,
66176,RH-2020-3158060,2020,Marzo,Mi�rcoles,11/03/2020,18,Hurto (sin violencia),,,San Nicolás,1.0,-34.603573,-58.392265,
66177,RH-2020-3158113,2020,Marzo,Martes,10/03/2020,21,Robo (con violencia),,,Almagro,5.0,-34.609696,-58.429123,
66178,RH-2020-3158127,2020,Marzo,Sábado,07/03/2020,19,Robo (con violencia),,,Balvanera,3.0,-34.604708,-58.399331,
66179,RH-2020-3158159,2020,Marzo,Sábado,07/03/2020,7,Robo (con violencia),,,Balvanera,3.0,-34.608935,-58.406133,
66180,RH-2020-3158160,2020,Marzo,Mi�rcoles,11/03/2020,17,Hurto (sin violencia),,,Saavedra,12.0,-34.554888,-58.502025,
66181,RH-2020-3158197,2020,Marzo,Mi�rcoles,11/03/2020,19,Hurto (sin violencia),,,Flores,7.0,-34.632558,-58.464285,
66182,RH-2020-3158219,2020,Marzo,Mi�rcoles,11/03/2020,17,Hurto (sin violencia),,,Liniers,9.0,-34.639341,-58.527525,
66183,RH-2020-3158258,2020,Marzo,Sábado,07/03/2020,17,Hurto (sin violencia),,,Villa Urquiza,12.0,-34.575355,-58.484032,
66184,RH-2020-3158271,2020,Marzo,Mi�rcoles,11/03/2020,19,Robo (con violencia),,,Paternal,15.0,-34.592463,-58.471803,
66185,RH-2020-3158275,2020,Marzo,Mi�rcoles,11/03/2020,18,Hurto (sin violencia),,,San Nicolás,1.0,-34.599704,-58.392676,
66186,RH-2020-3158278,2020,Marzo,Mi�rcoles,11/03/2020,18,Hurto (sin violencia),,,San Nicolás,1.0,-34.601154,-58.376644,
66187,RH-2020-3158299,2020,Marzo,Mi�rcoles,11/03/2020,8,Robo (con violencia),,,Parque Chacabuco,7.0,-34.631354,-58.439633,
66188,RH-2020-3158306,2020,Marzo,Mi�rcoles,11/03/2020,18,Robo (con violencia),,,Retiro,1.0,-34.58643,-58.372355,
66189,RH-2020-3158307,2020,Marzo,Mi�rcoles,11/03/2020,20,Robo (con violencia),,,Palermo,14.0,-34.581682,-58.417078,
66190,RH-2020-3158346,2020,Marzo,Mi�rcoles,11/03/2020,19,Robo (con violencia),,,Boedo,5.0,-34.622658,-58.422035,
66191,RH-2020-3158349,2020,Marzo,Martes,10/03/2020,6,Robo (con violencia),,,Parque Avellaneda,9.0,-34.660867,-58.474855,
66192,RH-2020-3158374,2020,Marzo,Mi�rcoles,11/03/2020,17,Robo (con violencia),,,Palermo,14.0,-34.588175,-58.437094,
66193,RH-2020-3158407,2020,Marzo,Martes,10/03/2020,15,Hurto (sin violencia),,,Balvanera,3.0,-34.607559,-58.403357,
66194,RH-2020-3158421,2020,Marzo,Mi�rcoles,11/03/2020,21,Hurto (sin violencia),,,Parque Chas,15.0,-34.586166,-58.474838,
66195,RH-2020-3158451,2020,Marzo,Mi�rcoles,11/03/2020,12,Hurto (sin violencia),,,Retiro,1.0,-34.582191,-58.380853,
66196,RH-2020-3158452,2020,Marzo,Martes,10/03/2020,9,Hurto (sin violencia),,,Recoleta,2.0,-34.584737,-58.391869,
66197,RH-2020-3158521,2020,Marzo,Lunes,09/03/2020,17,Robo (con violencia),,,Palermo,14.0,-34.589559,-58.416892,
66198,RH-2020-3158653,2020,Marzo,Mi�rcoles,11/03/2020,23,Robo (con violencia),,,Barracas,4.0,-34.64545,-58.378728,
66199,RH-2020-3158681,2020,Febrero,Mi�rcoles,26/02/2020,23,Hurto (sin violencia),,,Balvanera,3.0,-34.606044,-58.397825,
66200,RH-2020-3158692,2020,Marzo,Mi�rcoles,11/03/2020,22,Robo (con violencia),Con uso de moto,,Flores,7.0,-34.632312,-58.469325,
66201,RH-2020-3158847,2020,Marzo,Jueves,12/03/2020,1,Robo (con violencia),,,Almagro,5.0,-34.609641,-58.418121,
66202,RH-2020-3158939,2020,Marzo,Jueves,12/03/2020,5,Robo (con violencia),,,Flores,7.0,-34.639241,-58.45292,
66203,RH-2020-3158961,2020,Marzo,Jueves,12/03/2020,5,Hurto (sin violencia),,,Caballito,6.0,-34.623319,-58.436678,
66204,RH-2020-3158979,2020,Marzo,Jueves,12/03/2020,0,Hurto (sin violencia),,,Belgrano,13.0,-34.558771,-58.455887,
66205,RH-2020-3159050,2020,Marzo,Mi�rcoles,11/03/2020,20,Robo (con violencia),,Arma de fuego,Retiro,1.0,-34.582191,-58.380853,
66206,RH-2020-3159065,2020,Marzo,Jueves,12/03/2020,8,Hurto (sin violencia),,,Villa Devoto,11.0,-34.592618,-58.504734,
66207,RH-2020-3159181,2020,Marzo,Jueves,12/03/2020,7,Hurto (sin violencia),,,Balvanera,3.0,-34.605307,-58.409279,
66208,RH-2020-3159185,2020,Marzo,Jueves,12/03/2020,7,Hurto (sin violencia),,,Balvanera,3.0,-34.605307,-58.409279,
